Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"DN Kusumaningrum","CELAC: Mexican Foreign Policy Interest on Latin American and Caribbean Regionalism",2019,"Global: Jurnal Politik Internasional","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/f52b/8ec0b4d71a93a75e6ffff960ec1f21cb63f2.pdf","https://scholar.google.com/scholar?cites=7213406217563698703&as_sdt=2005&sciodt=2007&hl=en",57,"2025-10-16 12:44:04","PDF","","","",,,,,4,0.67,4,1,6,"… CELAC which seemed to challenges the former regional organization (OAS). This paper aims to analyze the considerations of the Mexican government to join CELAC … of CELAC official …","https://pdfs.semanticscholar.org/f52b/8ec0b4d71a93a75e6ffff960ec1f21cb63f2.pdf","https://scholar.google.com/scholar?q=related:D3Z6krwqG2QJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"VP Simón, OVM Alvarez","La CELAC, estructura y contenidos del cambio regional",2014,"Jurídicas","revistasojs.ucaldas.edu.co","https://revistasojs.ucaldas.edu.co/index.php/juridicas/article/view/4074","https://scholar.google.com/scholar?cites=6412591817607892647&as_sdt=2005&sciodt=2007&hl=en",52,"2025-10-16 12:44:04","","","","",,,,,7,0.64,4,2,11,"El presente artículo se propone fundamentar que la Confederación de Estados es la estructura supraestatal que favorece la homogenización institucional de la integración …","https://revistasojs.ucaldas.edu.co/index.php/juridicas/article/download/4074/3776","https://scholar.google.com/scholar?q=related:p04YYkga_lgJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
5,"АВ Сулейманов","CELAC-новый механизм диалога в Латино-Карибской Америке",2017,"Латинская Америка","elibrary.ru","https://elibrary.ru/item.asp?id=29935529","https://scholar.google.com/scholar?cites=15541797776306734994&as_sdt=2005&sciodt=2007&hl=en",68,"2025-10-16 12:44:04","","","","",,,,,5,0.63,5,1,8,"… CELAC, должен стать возврат территории базы Гуантанамо Кубе15. В контексте взаимоотношений с США CELAC … не входит в компетенцию CELAC и должна решаться …","","https://scholar.google.com/scholar?q=related:kge4y7uOr9cJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
6,"A Ayuso","Los dilemas existenciales de la CELAC",2015,"Opinión América Latina","cidob.org","https://www.cidob.org/sites/default/files/2024-10/301_OPINIO_AMERICA%20LATINA_CAST%20%282%29.pdf","https://scholar.google.com/scholar?cites=5968212447901934048&as_sdt=2005&sciodt=2007&hl=en",45,"2025-10-16 12:44:04","PDF","","","",,,,,6,0.60,6,1,10,"… En la CELAC conviven desde su creación diferentes versiones de lo que la institución representa y cuál debe ser su papel en la región. Lo que para unos es un mecanismo de …","https://www.cidob.org/sites/default/files/2024-10/301_OPINIO_AMERICA%20LATINA_CAST%20%282%29.pdf","https://scholar.google.com/scholar?q=related:4GFCtZlZ01IJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
6,"RE Ellis","Strategic Insights: The China-CELAC Summit: Opening a New Phase in China-Latin America-US Relations?",2015,"","press.armywarcollege.edu","https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1484&context=articles_editorials","https://scholar.google.com/scholar?cites=12141088193429671339&as_sdt=2005&sciodt=2007&hl=en",55,"2025-10-16 12:44:04","PDF","","","",,,,,6,0.60,6,1,10,"Since the People’s Republic of China (PRC) began to open its economy in 1978, its relationship with Latin America and the Caribbean has passed through four phases. Prior to its 2001 …","https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1484&context=articles_editorials","https://scholar.google.com/scholar?q=related:q40QvGLPfagJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"W Huizhi","China-CELAC Forum: Injecting Impetus to China-LAC Cooperation",2018,"China Int'l Stud.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/chintersd73&section=7","https://scholar.google.com/scholar?cites=4121002293718091974&as_sdt=2005&sciodt=2007&hl=en",47,"2025-10-16 12:44:04","","","","",,,,,4,0.57,4,1,7,"… and the CELAC troika had a meeting; in 2015, Russia and CELAC established a permanent cooperation mechanism; and in November 2016, foreign ministers of the CELAC quartet …","","https://scholar.google.com/scholar?q=related:xgiji8C9MDkJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
8,"FT Gonçalves","A Celac, o Sela ea agenda do Brasil para a América Latina e Caribe",2011,"","repositorio.ipea.gov.br","https://repositorio.ipea.gov.br/handle/11058/4572","https://scholar.google.com/scholar?cites=14423258990813511656&as_sdt=2005&sciodt=2007&hl=en",58,"2025-10-16 12:44:04","","","","",,,,,8,0.57,8,1,14,"O presente artigo tem como objetivo analisar o papel do Sistema Econômico Latino-Americano e do Caribe (Sela) no contexto da criação da Comunidade de Estados Latino-…","https://repositorio.ipea.gov.br/bitstream/11058/4572/1/BEPI_n08_celac.pdf","https://scholar.google.com/scholar?q=related:6P_laqK1KcgJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
5,"ED Peters","Latin America and the Caribbean and China. Socioeconomic Debates on Trade and Investment and the case of CELAC",2016,"China and Latin America in Transition: Policy …","Springer","https://link.springer.com/chapter/10.1057/978-1-137-54080-5_9","https://scholar.google.com/scholar?cites=4411246436371668387&as_sdt=2005&sciodt=2007&hl=en",50,"2025-10-16 12:44:04","","10.1057/978-1-137-54080-5_9","","",,,,,5,0.56,5,1,9,"Based on the increasing presence of China in Latin America and the Caribbean (LAC), this chapter focuses on the regional experience of LAC with China and the socioeconomic …","https://docs.cechimex.org/dp/149.pdf","https://scholar.google.com/scholar?q=related:ox2kGEPlNz0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
6,"B Ayllón Pino","La CELAC en las dinámicas de las relaciones Sur-Sur:¿ hacia una gobernanza regional de la cooperación y el desarrollo?",2014,"","repositorio.uasb.edu.ec","https://repositorio.uasb.edu.ec/handle/10644/4589","https://scholar.google.com/scholar?cites=13033804281634237160&as_sdt=2005&sciodt=2007&hl=en",62,"2025-10-16 12:44:04","","","","",,,,,6,0.55,6,1,11,"En el marco de las estrategias regionalistas posliberales que surgen y se consolidan en el siglo XXI, la Comunidad de Estados Latinoamericanos y Caribeños (CELAC) representa una …","https://repositorio.uasb.edu.ec/bitstream/10644/4589/1/06-CO-Ayllon.pdf","https://scholar.google.com/scholar?q=related:6CrGJvBf4bQJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
6,"A Bonilla Soria, ÁE Isabel","Desafíos estratégicos del regionalismo contemporáneo CELAC e Iberoamérica",2013,"","repositorio.flacsoandes.edu.ec","https://repositorio.flacsoandes.edu.ec/handle/10469/24024","https://scholar.google.com/scholar?cites=15377812690158701401&as_sdt=2005&sciodt=2007&hl=en",65,"2025-10-16 12:44:04","","","","",,,,,6,0.50,3,2,12,"… , CELAC. Además, en esta sección se exploran cuales son las relaciones de la CELAC con … exterior de América Latina frente a la Cumbres CELAC. La segunda sección de este libro, …","https://repositorio.flacsoandes.edu.ec/bitstream/10469/24024/2/LFLACSO-Bonilla-ED-136978-PUBCOM.pdf","https://scholar.google.com/scholar?q=related:WUtnoyr3aNUJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
5,"I Bartesaghi","El Foro CELAC-China¿ respuesta al Libro Blanco de China para las relaciones con América Latina y el Caribe?",2015,"Relaciones políticas e internacionales 2017","academia.edu","https://www.academia.edu/download/54931494/RedALCChina-2017-politica.pdf#page=79","https://scholar.google.com/scholar?cites=2531798018656232081&as_sdt=2005&sciodt=2007&hl=en",85,"2025-10-16 12:44:04","PDF","","","",,,,,5,0.50,5,1,10,"… (celac) y la República Popular China. Cabe recordar que este Foro fue establecido en la II Cumbre de la celac… especial sobre el establecimiento del Foro celac-China”. Como resultado …","https://www.academia.edu/download/54931494/RedALCChina-2017-politica.pdf#page=79","https://scholar.google.com/scholar?q=related:keIKSeLAIiMJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"PM Wachter Soza","Actores regionales, regionalismo e interregionalismo: la comunidad de estados latinoamericanos y caribeños (CELAC) y las relaciones con la UE",2019,"","docta.ucm.es","https://docta.ucm.es/entities/publication/f5e20196-3195-402d-a9e7-82c9fbfa7f4b","https://scholar.google.com/scholar?cites=16161243745091961851&as_sdt=2005&sciodt=2007&hl=en",95,"2025-10-16 12:44:04","","","","",,,,,3,0.50,3,1,6,"… Alcance, posibilidades y retos de la CELAC…………………………………….264 4.6. La CELAC en el marco de la reconfiguración geopolítica de América Latina…..274 4.7. La CELAC y …","https://docta.ucm.es/bitstreams/a9fa2af3-210b-4087-9520-863030e7cc67/download","https://scholar.google.com/scholar?q=related:-8O1ao9FSOAJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"F Sánchez, S Martín Bardera","Oportunidades y avances en la construcción del Espacio de Educación Superior EU-CELAC",2023,"Acceso el","eulacfoundation.org","https://eulacfoundation.org/sites/default/files/2024-01/EU-LAC-Oportunidades-Avances-Educacion-Superior.pdf","https://scholar.google.com/scholar?cites=6000299177798648579&as_sdt=2005&sciodt=2007&hl=en",103,"2025-10-16 12:44:04","PDF","","","",,,,,1,0.50,1,2,2,"… y Caribeños (CELAC) en 2010. Sus miembros son los países de la UE y CELAC y la propia UE. La Fundación es una herramienta de la asociación UE-CELAC y sus actividades nutren …","https://eulacfoundation.org/sites/default/files/2024-01/EU-LAC-Oportunidades-Avances-Educacion-Superior.pdf","https://scholar.google.com/scholar?q=related:A8PBrk9YRVMJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"AR Valencia","El reimpulso de la integración de américa latina y el inicio de un nuevo ciclo de gobiernos progresistas. Las VI y VII Cumbres de la CELAC",2023,"Contextualizaciones Latinoamericanas","contexlatin.cucsh.udg.mx","https://contexlatin.cucsh.udg.mx/index.php/CL/article/view/8016","https://scholar.google.com/scholar?cites=13657045650136251886&as_sdt=2005&sciodt=2007&hl=en",116,"2025-10-16 12:44:04","","","","",,,,,1,0.50,1,1,2,"La CELAC volvió a la escena regional cuando México asumió la PPT durante los años 2020 y 2021. Los Planes de Trabajo anual impulsados por el Canciller Marcelo Ebrard fueron …","https://contexlatin.cucsh.udg.mx/index.php/CL/article/download/8016/7856","https://scholar.google.com/scholar?q=related:7j2qIamSh70J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"CELAC","Special Declaration of Santiago of the II Ministerial Meeting of the CELAC-China Forum on the Belt and Road Initiative",2018,"","CELAC Santiago de Chile","","https://scholar.google.com/scholar?cites=5178882571293811006&as_sdt=2005&sciodt=2007&hl=en",92,"2025-10-16 12:44:04","CITATION","","","",,,,,3,0.43,3,1,7,"","","https://scholar.google.com/scholar?q=related:PuFte0IW30cJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"B Ayllón, N Emmerich","Las relaciones entre Celac y China: equilibrar intereses para un desarrollo equitativo",2015,"Por qué China","academia.edu","https://www.academia.edu/download/54874408/PorQueChinaInterior_1_.pdf#page=105","https://scholar.google.com/scholar?cites=12522523859335239460&as_sdt=2005&sciodt=2007&hl=en",70,"2025-10-16 12:44:04","PDF","","","",,,,,4,0.40,2,2,10,"… del Foro de Cooperación China– Celac y al diseño de un … del surgimiento de la Celac y sus rasgos característicos que … del Foro Celac–China. Unas conclusiones cierran el artículo. …","https://www.academia.edu/download/54874408/PorQueChinaInterior_1_.pdf#page=105","https://scholar.google.com/scholar?q=related:JNcHVxrxyK0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"C Salgado","The EU-CELAC Cooperation Programme on Drugs Policies and the unintended consequences of interregional interactions",2020,"The Unintended Consequences of Interregionalism","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.4324/9781003093749-4/eu-celac-cooperation-programme-drugs-policies-unintended-consequences-interregional-interactions-carolina-salgado","https://scholar.google.com/scholar?cites=17744240546077895484&as_sdt=2005&sciodt=2007&hl=en",71,"2025-10-16 12:44:04","","10.4324/9781003093749-4","","",,,,,2,0.40,2,1,5,"… less devel oped countries in CELAC. Second, such marginalisation results in a stratification within CELAC, as the asymmetric EU-CELAC interregionalism reinforces a second …","","https://scholar.google.com/scholar?q=related:PGsOfsM0QPYJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"A Ayuso","El futuro de la asociación UE-CELAC:¿ Han tocado techo las cumbres?",2015,"CIDOB Opinión","eulacfoundation.org","https://eulacfoundation.org/system/files/digital_library/2023-07/el_futuro_de_la.pdf","https://scholar.google.com/scholar?cites=9406500341135389955&as_sdt=2005&sciodt=2007&hl=en",87,"2025-10-16 12:44:04","PDF","","","",,,,,4,0.40,4,1,10,"… Como en la anterior Cumbre de Santiago de Chile en 2013, el formato adoptado tras convertirse la CELAC en un interlocutor político institucional redujo el protagonismo de los …","https://eulacfoundation.org/system/files/digital_library/2023-07/el_futuro_de_la.pdf","https://scholar.google.com/scholar?q=related:AzX39DiaioIJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"SJ Armesilla Conde","La integración regional latinoamericana en materia laboral: políticas del MERCOSUR, UNASUR, ALADI y CELAC",2020,"","ri.conicet.gov.ar","https://ri.conicet.gov.ar/handle/11336/151440","https://scholar.google.com/scholar?cites=9089049994620038326&as_sdt=2005&sciodt=2007&hl=en",131,"2025-10-16 12:44:04","","","","",,,,,2,0.40,2,1,5,"MERCOSUR, UNASUR, ALADI y CELAC son las organizaciones supraestatales de integración regional que más Estados y población agrupan. Desde ellas se han tratado de realizar …","https://ri.conicet.gov.ar/bitstream/handle/11336/151440/CONICET_Digital_Nro.d807c39a-f3fc-42b2-82dd-0404ace55219_A.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:tuwXc9DKIn4J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"CA Silva","A CELAC eo regionalismo na América Latina e Caribe no século XXI: entre a autonomia ea contra-hegemonia",2017,"","repositorio.unb.br","https://repositorio.unb.br/handle/10482/24306","https://scholar.google.com/scholar?cites=18267423493144430298&as_sdt=2005&sciodt=2007&hl=en",31,"2025-10-16 12:44:04","","","","",,,,,3,0.38,3,1,8,"Os anos 2000 viram emergir, na América Latina e no Caribe, novos projetos de integração regional (ALBA, UNASUL e CELAC), com agendas de trabalho marcadas pela inclusão de …","https://repositorio.unb.br/bitstream/10482/24306/1/2017_CarolinaAlbuquerqueSilva.pdf","https://scholar.google.com/scholar?q=related:2sZ_zuHsgv0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"RMY Papastamatin","La CELAC y el multilateralismo regional",2014,"… del regionalismo contemporáneo: CELAC e …","academia.edu","https://www.academia.edu/download/36709933/Libro_desafos_estratgicos_CELAC.pdf#page=16","https://scholar.google.com/scholar?cites=17206261545665588397&as_sdt=2005&sciodt=2007&hl=en",51,"2025-10-16 12:44:04","PDF","","","",,,,,4,0.36,4,1,11,"La creación de la Comunidad de Estados Latinoamericanos y Caribeños (CELAC) planteó la interrogante sobre cuál serían sus implicaciones para el resto de los procesos …","https://www.academia.edu/download/36709933/Libro_desafos_estratgicos_CELAC.pdf#page=16","https://scholar.google.com/scholar?q=related:rWzcjbbryO4J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"NU CEPAL","Food and nutrition security and the eradication of hunger CELAC 2025: Furthering discussion and regional cooperation",2016,"","sidalc.net","https://www.sidalc.net/search/Record/dig-cepal-11362-40355/Description","https://scholar.google.com/scholar?cites=3809828722841917251&as_sdt=2005&sciodt=2007&hl=en",61,"2025-10-16 12:44:04","","","","",,,,,3,0.33,3,1,9,"The region of Latin America and the Caribbean can boast a successful track record in the process of eradicating hunger: it is the only region in the world that has halved both the …","","https://scholar.google.com/scholar?q=related:Q5cSwAk73zQJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"GMG Doria, NJJ Celada","celac and China in Perspective: Regional Integration and Engagement Redefinition",2016,"China and Latin America in Transition: Policy …","Springer","https://link.springer.com/chapter/10.1057/978-1-137-54080-5_7","https://scholar.google.com/scholar?cites=1199332379014330645&as_sdt=2005&sciodt=2007&hl=en",73,"2025-10-16 12:44:04","","10.1057/978-1-137-54080-5_7","","",,,,,3,0.33,2,2,9,"Throughout the history of Latin America and the Caribbean (LAC), the issue of integration has been an ever-present aspect of the political and economic development of the region. …","","https://scholar.google.com/scholar?q=related:FfnFwnHipBAJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"VD Elnikova","Main areas of EU—Latin America &Caribbean bi-regional cooperation (case study of EU—CELAC summits)",2019,"Post-Soviet Issues","postsovietarea.com","https://www.postsovietarea.com/jour/issue/viewFile/20/9?embed=1#page=36","https://scholar.google.com/scholar?cites=3640039564945490130&as_sdt=2005&sciodt=2007&hl=en",81,"2025-10-16 12:44:04","PDF","","","",,,,,2,0.33,2,1,6,"The article analyzes key documents of the European Union (EU) related with its external policy towards Latin America and the Caribbean, as well as its practical implications. The …","https://www.postsovietarea.com/jour/issue/viewFile/20/9?embed=1#page=36","https://scholar.google.com/scholar?q=related:0oDx1LIEhDIJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"J Ríos Sierra","De la cumbre alc-ue de Madrid a la cumbre celac-ue de Santiago de Chile. expectativas de una asociación estratégica birregional.",2013,"OASIS-Observatorio de Análisis de los …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=16577558&AN=96171624&h=jpbEbjVzOjDqqBwHocKiavlLyP76AmYou2B8i0woOYaEX2Re%2BlxU3mLNTX5YfQIXyK%2BearFUY%2FqCsaietM%2BC4g%3D%3D&crl=c","https://scholar.google.com/scholar?cites=8351792527841892505&as_sdt=2005&sciodt=2007&hl=en",100,"2025-10-16 12:44:04","","","","",,,,,4,0.33,4,1,12,"La vi Cumbre alc-ue, celebrada en Madrid el 18 de mayo de 2010, y continuada por la i Cumbre celac-ue acontecida a finales de enero de 20132 en Santiago de Chile, deben …","","https://scholar.google.com/scholar?q=related:mRjH6w2H53MJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"J Luchetti","La vi Cumbre de la Celac:¿ otra oportunidad perdida para avanzar en la integración regional?",2022,"… . Mendoza. Universidad de Congreso. Revista de RI …","ucongreso.edu.ar","https://www.ucongreso.edu.ar/wp-content/uploads/sites/6/2022/08/2.-La-VI-Cumbre-de-la-CELAC-%C2%BFotra-oportunidad-perdida-para-avanzar-en-la-integracion-regional_.pdf","https://scholar.google.com/scholar?cites=4982049177837404613&as_sdt=2005&sciodt=2007&hl=en",175,"2025-10-16 12:44:04","PDF","","","",,,,,1,0.33,1,1,3,"… Diez años después de su fundación, en la Cumbre de México, algunos países de la CELAC … CELAC se convertirá, en otro mecanismo fallido de integración latinoamericana y caribeña. …","https://www.ucongreso.edu.ar/wp-content/uploads/sites/6/2022/08/2.-La-VI-Cumbre-de-la-CELAC-%C2%BFotra-oportunidad-perdida-para-avanzar-en-la-integracion-regional_.pdf","https://scholar.google.com/scholar?q=related:xYGGylTLI0UJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"J Valdez","CELAC: Expectativas y realidades",2012,"De Madrid a Santiago: Retos y Oportunidades","segib.org","https://www.segib.org/wp-content/uploads/Public-Seminario-Madrid-Santiago.pdf#page=221","https://scholar.google.com/scholar?cites=7634331292099761862&as_sdt=2005&sciodt=2007&hl=en",76,"2025-10-16 12:44:04","PDF","","","",,,,,4,0.31,4,1,13,"Creo que el mejor servicio que podemos hacer a CELAC en este momento, es dejarlo que funcione y que comience a mostrar a algún tipo de resultados. El diálogo o el debate en …","https://www.segib.org/wp-content/uploads/Public-Seminario-Madrid-Santiago.pdf#page=221","https://scholar.google.com/scholar?q=related:xlZBm9yX8mkJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"P Villagómez","Utopía y realidad del Diálogo Birregional Celac-Unión Europea1",2014,"LÍNEASUR 8","repositorio.iaen.edu.ec","https://repositorio.iaen.edu.ec/bitstream/24000/3803/1/LS%208%20PDF.pdf#page=79","https://scholar.google.com/scholar?cites=3249148520890204505&as_sdt=2005&sciodt=2007&hl=en",86,"2025-10-16 12:44:04","PDF","","","",,,,,3,0.27,3,1,11,"El primero de los ejes de la política exterior, y quizás el más importante para las relaciones internacionales, es aquel que recae sobre el diálogo político y diplomático–por los efectos …","https://repositorio.iaen.edu.ec/bitstream/24000/3803/1/LS%208%20PDF.pdf#page=79","https://scholar.google.com/scholar?q=related:WYElcl1LFy0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"FD Pereira","Do Rio Grande à terra do fogo: Um estudo sobre a comunidade de estados latino-americanos e caribenhos (CELAC)",2017,"","teses.usp.br","https://www.teses.usp.br/teses/disponiveis/84/84131/tde-25092019-172723/en.php","https://scholar.google.com/scholar?cites=11164368878590803925&as_sdt=2005&sciodt=2007&hl=en",35,"2025-10-16 12:44:04","","","","",,,,,2,0.25,2,1,8,"A presente pesquisa se propõe a realizar uma investigação sobre o processo de integração latino-americano na atualidade, com foco no papel e ação na arquitetura de organizações …","https://www.teses.usp.br/teses/disponiveis/84/84131/tde-25092019-172723/publico/2017_FranciscoDenesPereira_VOrig.pdf","https://scholar.google.com/scholar?q=related:1b_U_VfO75oJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"C de Estados Latinoamericanos","Declaración de Santiago de la I Cumbre CELAC",2013,"Boletín Informativo Del …","sedici.unlp.edu.ar","https://sedici.unlp.edu.ar/handle/10915/38716","https://scholar.google.com/scholar?cites=11054067385625349535&as_sdt=2005&sciodt=2007&hl=en",83,"2025-10-16 12:44:04","","","","",,,,,3,0.25,3,1,12,"… En esta Primera Cumbre de CELAC rendimos un homenaje especial a los Jefes de Estado que presidieron las trascendentes Cumbres de nuestra región, en las que se estructuraron …","https://sedici.unlp.edu.ar/bitstream/handle/10915/38716/Documento_completo.pdf?sequence=1","https://scholar.google.com/scholar?q=related:nw1uY7jvZ5kJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"R Ferrari, F Amery, MC Berger, L Chubb…","D1. 3 Report on the BBF Regulatory Framework in the EU and CELAC countries",2021,"","repositori.uvic-ucc.cat","https://repositori.uvic-ucc.cat/handle/10854/6629","https://scholar.google.com/scholar?cites=736204318501814183&as_sdt=2005&sciodt=2007&hl=en",122,"2025-10-16 12:44:04","","","","",,,,,1,0.25,0,5,4,"The main aims of the H2020 project FERTIMANURE focus on the development of production methods as well as the scaling-up of the production and use of biobased fertilisers (BBFs) …","https://repositori.uvic-ucc.cat/bitstream/handle/10854/6629/D1.3%20Report%20on%20the%20BBF%20Regulatory%20Framework%20in%20the%20EU%20and%20CELAC%20countries.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:p79oVu2FNwoJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"JHS Jung","O papel da CELAC no processo de integração latino-americano e na inserção internacional do Brasil",2017,"Revista de Iniciação Científica em Relações …","researchgate.net","https://www.researchgate.net/profile/Joao-Jung-2/publication/334620300_O_papel_da_CELAC_no_processo_de_integracao_latino-americano_e_na_insercao_internacional_do_Brasil/links/5fd8d33d299bf1408811c5eb/O-papel-da-CELAC-no-processo-de-integracao-latino-americano-e-na-insercao-internacional-do-Brasil.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","https://scholar.google.com/scholar?cites=874311788723473602&as_sdt=2005&sciodt=2007&hl=en",142,"2025-10-16 12:44:04","PDF","","","",,,,,2,0.25,2,1,8,"Este trabalho visa compreender melhor o papel da Comunidade dos Estados Latino-Americanos e Caribenhos (CELAC), através de uma análise institucional que aborda as reuniões …","https://www.researchgate.net/profile/Joao-Jung-2/publication/334620300_O_papel_da_CELAC_no_processo_de_integracao_latino-americano_e_na_insercao_internacional_do_Brasil/links/5fd8d33d299bf1408811c5eb/O-papel-da-CELAC-no-processo-de-integracao-latino-americano-e-na-insercao-internacional-do-Brasil.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","https://scholar.google.com/scholar?q=related:wozMhfAtIgwJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"VE Sforzin","El rol de los organismos regionales: Celac, Mercosur y Alianza del Pacifico, frente a las Tecnologías de la Información y la Comunicación en el periodo del 2005 al …",2021,"","sedici.unlp.edu.ar","https://sedici.unlp.edu.ar/handle/10915/121347","https://scholar.google.com/scholar?cites=10939448992822310497&as_sdt=2005&sciodt=2007&hl=en",168,"2025-10-16 12:44:04","","","","",,,,,1,0.25,1,1,4,"… 1.2 Las TIC y los objetivos y valores impulsados por la CELAC … Documentos oficiales de la CELAC en relación a las TIC. … Tomare tres de estas propuestas de integración: a la CELAC …","https://sedici.unlp.edu.ar/bitstream/handle/10915/121347/Documento_completo.pdf?sequence=1","https://scholar.google.com/scholar?q=related:YbatN-a60JcJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"ALR da Silva, IL da Silveira","Da ALCA à CELAC: o Brasil e os desafios da integração continental/CELAC the FTAA: Brazil and the challenges of continental integration",2012,"Brazilian Journal of …","revistas.marilia.unesp.br","https://revistas.marilia.unesp.br/index.php/bjir/article/view/2511","https://scholar.google.com/scholar?cites=9943096394745046570&as_sdt=2005&sciodt=2007&hl=en",105,"2025-10-16 12:44:04","","","","",,,,,3,0.23,2,2,13,"Este trabalho procura, primeiramente, analisar o processo de negociações da Área de Livre Comércio das Américas (Alca), que reuniria 34 países do continente americano, ou seja, …","https://revistas.marilia.unesp.br/index.php/bjir/article/download/2511/2190","https://scholar.google.com/scholar?q=related:KuY-gH35_IkJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"O Dabène","La Communauté d'Etats latino-américains et caribéens (CELAC)",2012,"","sciencespo.hal.science","https://sciencespo.hal.science/hal-00973062/","https://scholar.google.com/scholar?cites=2700393353796922449&as_sdt=2005&sciodt=2007&hl=en",111,"2025-10-16 12:44:04","","","","",,,,,3,0.23,3,1,13,"… D’aucuns voient dans la CELAC un substitut à l’Organisation d’Etats américains (OEA), devant permettre à l’Amérique latine de se débarrasser enfin de la tutelle humiliante des Etats-Unis sur …","https://sciencespo.hal.science/hal-00973062/document","https://scholar.google.com/scholar?q=related:USzkrnK5eSUJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"M Kirton","CARICOM's Engagement with Latin America: The Community of Latin American and Caribbean States (CELAC), its Promise and Challenges",2016,"Re-mapping the Americas","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324/9781315605197-8&type=chapterpdf","https://scholar.google.com/scholar?cites=11891646198026632321&as_sdt=2005&sciodt=2007&hl=en",77,"2025-10-16 12:44:04","","","","",,,,,2,0.22,2,1,9,"… whether there were new initiatives and innovations which CELAC could introduce to the region. In the first place, CELAC considers itself dedicated to the enhancement of cooperation …","","https://scholar.google.com/scholar?q=related:gXwAZDadB6UJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
